chrom	start	end	num	list	ERR2990227.sam_N_Europe_rubella.bed	ERR5555037.sam_N_Europe_rubella.bed	SRR1664898.sam_N_Europe_rubella.bed	SRR1665062.sam_N_Europe_rubella.bed	SRR1665067.sam_N_Europe_rubella.bed	SRR1665071.sam_N_Europe_rubella.bed	SRR1665072.sam_N_Europe_rubella.bed	SRR1751470.sam_N_Europe_rubella.bed	SRR5406791.sam_N_Europe_rubella.bed	SRR5412136.sam_N_Europe_rubella.bed	SRR5412137.sam_N_Europe_rubella.bed	SRR5803008.sam_N_Europe_rubella.bed	SRR5803009.sam_N_Europe_rubella.bed	SRR6179229.sam_N_Europe_rubella.bed	SRR6179230.sam_N_Europe_rubella.bed	SRR6179231.sam_N_Europe_rubella.bed	SRR6382382.sam_N_Europe_rubella.bed	SRR6382383.sam_N_Europe_rubella.bed	SRR6382385.sam_N_Europe_rubella.bed	SRR6382392.sam_N_Europe_rubella.bed	SRR6382393.sam_N_Europe_rubella.bed	SRR6382399.sam_N_Europe_rubella.bed	SRR6382400.sam_N_Europe_rubella.bed	SRR8904462.sam_N_Europe_rubella.bed	SRR8904463.sam_N_Europe_rubella.bed	SRR8904464.sam_N_Europe_rubella.bed	SRR8904465.sam_N_Europe_rubella.bed
jlSCF_10	1012207	1222655	8	5,6,7,9,17,18,25,26	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0
jlSCF_10	1222655	1238805	9	5,6,7,8,9,17,18,25,26	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0
jlSCF_10	1238805	1284823	11	4,5,6,7,8,9,17,18,20,25,26	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0
jlSCF_10	1284823	1372189	9	4,5,6,7,8,9,17,20,25	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
jlSCF_10	1372189	1452420	8	4,5,6,7,8,9,17,20	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
jlSCF_10	1452420	1488328	12	2,3,4,5,6,7,8,9,15,17,19,20	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
jlSCF_10	1488328	1535042	13	2,3,4,5,6,7,8,9,15,17,19,20,26	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0
jlSCF_10	1535042	1559780	14	2,3,4,5,6,7,8,9,15,17,19,20,25,26	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0
jlSCF_10	1559780	1587877	18	2,3,4,5,6,7,8,9,14,15,16,17,19,20,24,25,26,27	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	1	1
jlSCF_10	1587877	1646883	22	2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,24,25,26,27	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1
jlSCF_10	1646883	1646884	21	3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,24,25,26,27	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1
jlSCF_10	1646884	1717243	22	3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,24,25,26,27	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1
jlSCF_10	1717243	1751586	15	3,4,5,7,8,9,10,11,12,17,20,21,24,25,26	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0
jlSCF_10	1751586	1772678	13	3,4,5,7,8,9,10,11,12,17,20,21,26	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0
jlSCF_10	1772678	1826588	12	3,4,5,8,9,10,11,12,17,20,21,26	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0
jlSCF_10	1826588	1847648	14	3,4,5,6,8,9,10,11,12,17,20,21,25,26	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0
jlSCF_10	1847648	1868838	7	5,6,8,9,17,21,25	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
jlSCF_10	1868838	2137453	8	5,6,8,9,17,21,24,25	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0
jlSCF_10	2137453	2177014	9	5,6,8,9,17,18,21,24,25	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0
jlSCF_10	2177014	2242484	7	5,6,8,17,18,24,25	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0
jlSCF_10	2242484	2723827	5	5,6,17,18,25	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
jlSCF_10	2723827	2920536	3	5,17,25	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
jlSCF_10	2920536	3000437	4	5,8,17,25	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
jlSCF_10	3000437	3066315	5	5,8,17,18,25	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
jlSCF_10	3066315	3148831	6	3,5,8,17,18,25	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
jlSCF_10	3148831	3216464	9	3,5,8,17,18,20,21,24,25	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0
jlSCF_10	3216464	3224404	7	3,5,8,17,20,21,25	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0
jlSCF_10	3224404	3236871	6	3,8,17,20,21,25	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0
jlSCF_10	3236871	3456241	10	3,8,10,11,12,13,17,20,21,25	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0
jlSCF_10	3456241	3547417	12	3,8,10,11,12,13,14,15,17,20,21,25	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0
jlSCF_10	3547417	3557428	11	3,8,10,11,12,13,14,17,20,21,25	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0
jlSCF_10	3557428	3606032	12	3,5,8,10,11,12,13,14,17,20,21,25	0	0	1	0	1	0	0	1	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0
jlSCF_10	3606032	3837201	9	5,10,11,12,13,17,20,21,25	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0
jlSCF_10	3837201	4130299	4	5,17,20,25	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
jlSCF_10	4130299	4397612	3	5,17,20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
jlSCF_10	4397612	5077719	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
jlSCF_10	7478682	7867925	2	5,24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
jlSCF_10	7867925	7981591	3	1,5,24	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
jlSCF_10	7981591	8048524	10	1,2,5,6,8,17,18,21,22,24	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0
jlSCF_10	8048524	9836975	22	1,2,3,4,5,6,7,8,9,10,11,12,13,17,18,19,20,21,22,23,24,26	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0
jlSCF_11	0	191497	4	10,11,12,13	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_11	191497	292590	3	10,11,12	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_11	2636449	2662298	2	21,22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
jlSCF_11	2662298	2704119	5	10,11,12,21,22	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
jlSCF_11	2704119	2737353	6	10,11,12,13,21,22	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
jlSCF_11	2737353	2825034	13	5,6,7,8,9,10,11,12,13,18,21,22,24	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0
jlSCF_11	2825034	2845882	12	5,6,7,8,9,10,11,12,13,18,21,24	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0
jlSCF_11	2845882	2891669	5	10,11,12,13,18	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
jlSCF_11	2891669	2952556	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
jlSCF_11	2952556	3072485	2	18,22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
jlSCF_11	3072485	3122038	3	18,22,25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
jlSCF_11	3122038	3181463	2	22,25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
jlSCF_11	3181463	3191104	3	20,22,25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
jlSCF_11	3191104	3298717	5	8,20,21,22,25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0
jlSCF_11	3298717	3438021	14	5,7,8,9,10,11,12,13,17,20,21,22,24,25	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	1	1	0	0
jlSCF_11	3438021	3467570	18	4,5,6,7,8,9,10,11,12,13,17,18,19,20,21,22,24,25	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0
jlSCF_11	3467570	3490003	9	5,6,7,8,17,19,21,22,25	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0
jlSCF_11	3490003	3546753	8	5,6,7,8,17,21,22,25	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0
jlSCF_11	3546753	3561848	6	5,6,7,17,21,25	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
jlSCF_11	3561848	3581200	7	5,6,7,17,18,21,25	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0
jlSCF_11	3581200	3600027	6	5,6,17,18,21,25	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0
jlSCF_11	3600027	3701419	7	5,6,9,17,18,21,25	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0
jlSCF_11	3701419	3735380	4	5,9,17,21	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
jlSCF_11	6121959	6150485	2	22,25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
jlSCF_11	6150485	6176403	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jlSCF_11	6259099	6301567	5	10,11,12,13,18	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
jlSCF_11	6301567	6353665	6	10,11,12,13,18,24	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
jlSCF_11	6353665	6419549	1	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_11	6419550	6473666	6	5,6,7,8,21,22	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
jlSCF_11	6473666	6585505	7	5,6,7,8,17,21,22	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
jlSCF_11	6585505	6717301	6	6,7,8,17,21,22	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
jlSCF_11	8457896	8495144	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_11	9205255	9285549	3	3,6,8	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_11	9285549	9338988	4	3,6,8,24	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
jlSCF_11	16114486	16358045	5	10,11,12,18,24	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
jlSCF_11	16358045	16374051	3	10,11,12	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_11	16374051	16759820	4	10,11,12,19	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
jlSCF_11	17027209	17403733	4	10,11,12,13	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_11	17736261	17933586	3	4,6,24	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
jlSCF_12	578375	663237	2	18,24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
jlSCF_12	663237	785979	3	17,18,24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
jlSCF_12	785979	975913	19	3,4,5,6,7,8,9,10,11,12,17,18,19,20,21,22,23,24,26	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0
jlSCF_12	1292241	1342922	4	7,9,18,26	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
jlSCF_12	1342922	1441907	8	7,9,10,11,12,13,18,26	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
jlSCF_12	1441907	1494598	7	7,9,10,11,12,18,26	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
jlSCF_12	1494598	1522704	5	10,11,12,18,26	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
jlSCF_12	1522704	1529029	9	3,8,10,11,12,18,21,24,26	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0
jlSCF_12	1529029	1543360	8	3,8,10,11,12,21,24,26	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
jlSCF_12	1543360	1794353	4	3,8,21,24	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
jlSCF_12	1794353	1794354	3	3,8,21	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
jlSCF_12	1794354	1870711	9	3,8,9,10,11,12,13,15,21	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
jlSCF_12	1870711	1920047	6	8,9,10,11,12,13	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_12	1920047	2062420	7	8,9,10,11,12,13,22	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
jlSCF_12	2062420	2127881	6	8,10,11,12,13,22	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
jlSCF_12	2127881	2242789	7	3,8,10,11,12,13,22	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
jlSCF_12	2242789	2307950	3	3,8,22	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
jlSCF_12	2307950	2307951	2	8,22	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
jlSCF_12	2307951	2317750	3	8,22,26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
jlSCF_12	2317750	2344202	4	8,22,24,26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
jlSCF_12	2344202	2353026	6	8,13,21,22,24,26	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0
jlSCF_12	2353026	2383199	7	8,11,13,21,22,24,26	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0
jlSCF_12	2383199	2403431	10	8,10,11,12,13,20,21,22,24,26	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0
jlSCF_12	2403431	2507146	12	8,10,11,12,13,18,19,20,21,22,24,26	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	0
jlSCF_12	2507146	2575324	14	6,7,8,10,11,12,13,18,19,20,21,22,24,26	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	0
jlSCF_12	2575324	2604967	13	6,7,8,10,11,12,13,18,19,20,21,24,26	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0
jlSCF_12	2604967	2650141	8	8,10,11,12,13,20,21,24	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0
jlSCF_12	8783670	8893523	7	6,8,10,11,12,19,21	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
jlSCF_12	8893523	8906288	8	3,6,8,10,11,12,19,21	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
jlSCF_12	8906288	8955431	9	3,6,8,10,11,12,19,21,25	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
jlSCF_12	8955431	8982052	16	2,3,4,6,8,9,10,11,12,13,18,19,21,24,25,26	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	1	0
jlSCF_12	8982052	9041730	17	2,3,4,6,8,9,10,11,12,13,17,18,19,21,24,25,26	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	1	1	0
jlSCF_12	9041730	9139822	14	2,3,6,8,10,11,12,13,18,19,21,24,25,26	0	1	1	0	0	1	0	1	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	1	0
jlSCF_12	9139822	9243875	7	2,3,8,18,21,24,25	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0
jlSCF_12	9243875	9256425	6	2,3,8,18,21,25	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
jlSCF_12	9256425	9284918	4	2,3,18,25	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
jlSCF_12	9284918	9345570	2	3,25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jlSCF_12	9345570	9432771	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_12	9850739	9907705	3	4,5,6	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_12	9907705	9923403	4	4,5,6,8	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_12	9923403	9985703	7	4,5,6,8,9,24,26	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
jlSCF_12	9985703	10020956	9	4,5,6,8,9,18,21,24,26	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0
jlSCF_12	10020956	10044783	7	4,5,6,18,21,24,26	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0
jlSCF_12	10044783	10201782	8	4,5,6,18,21,24,25,26	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0
jlSCF_12	10381235	10434372	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jlSCF_12	10434372	10604213	21	2,4,5,6,7,8,9,10,11,12,13,17,18,19,20,21,22,23,24,25,26	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0
jlSCF_12	10604213	10624904	25	2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jlSCF_12	10624904	10635716	26	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jlSCF_12	10635716	10817237	22	2,3,4,5,6,7,8,9,10,11,12,13,17,18,19,20,21,22,23,24,25,26	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0
jlSCF_12	10817237	10836227	2	5,25	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jlSCF_12	10836227	10864821	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_12	11778675	11815417	7	5,10,11,12,13,20,25	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
jlSCF_12	14191582	14212863	8	5,8,9,10,11,12,19,24	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
jlSCF_12	14212863	14305542	13	5,6,8,9,10,11,12,13,17,18,19,22,24	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0
jlSCF_12	14305542	14321737	14	2,5,6,8,9,10,11,12,13,17,18,19,22,24	0	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0
jlSCF_12	14321737	14358144	15	2,5,6,8,9,10,11,12,13,17,18,19,22,24,25	0	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0
jlSCF_12	14358144	14461873	17	2,5,6,8,9,10,11,12,13,17,18,19,21,22,24,25,26	0	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	0
jlSCF_12	14461873	14807361	13	5,6,9,10,11,12,13,17,18,19,21,22,24	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	0
jlSCF_12	14807361	14859949	9	5,6,9,17,18,19,21,22,24	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0
jlSCF_12	15337298	15404778	9	5,6,8,9,19,21,22,24,26	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0
jlSCF_12	15404778	15520547	2	5,24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
jlSCF_12	15520547	15780862	6	5,10,11,12,13,24	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
jlSCF_12	15962338	16048525	10	6,9,10,11,12,13,17,21,22,24	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0
jlSCF_12	16048525	16078980	9	6,10,11,12,13,17,21,22,24	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0
jlSCF_12	16078980	16141010	8	6,10,11,12,13,17,21,22	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0
jlSCF_12	16141010	16188017	11	4,5,6,7,10,11,12,13,17,21,22	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0
jlSCF_12	16188017	16251927	12	4,5,6,7,10,11,12,13,17,21,22,25	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0
jlSCF_12	16251927	16329212	18	4,5,6,7,9,10,11,12,13,17,18,19,20,21,22,24,25,26	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	0
jlSCF_12	16515449	16613890	6	5,7,8,9,24,26	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
jlSCF_13	399461	509794	3	7,19,26	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
jlSCF_13	509794	518019	4	3,7,19,26	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
jlSCF_13	518019	538736	6	3,7,19,21,25,26	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0
